Vote ID,Session ID,Wikisurvey ID,Winner ID,Winner Text,Loser ID,Loser Text,Prompt ID,Appearance ID,Left Choice ID,Right Choice ID,Created at,Updated at,Response Time (s),Missing Response Time Explanation,Valid,Hashed IP Address,URL Alias,User Agent,Referrer,Widget,Info
37990400,6169052,19754,1152612,R1.1 - Governance based on blockchain blockchain for transparent decision-making against poverty,1152614,R1.3 - Automation committed to the economic safety of employees and underpinned by education and innovation,43196962,46761691,1152612,1152614,2020-11-19 07:30:36 UTC,2020-11-19 07:30:36 UTC,13.663,"",TRUE,9b0a943365e0a131f09a6413e49171e2,SDG1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",http://dasci.es/,FALSE,NA
37990401,6169052,19754,1152613,"R1.2 - Realistic, objective and universal measurement of poverty guided by Big Data",1152614,R1.3 - Automation committed to the economic safety of employees and underpinned by education and innovation,43196963,46761692,1152613,1152614,2020-11-19 07:30:44 UTC,2020-11-19 07:30:44 UTC,7.517,"",TRUE,9b0a943365e0a131f09a6413e49171e2,SDG1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",http://dasci.es/,FALSE,NA
37990402,6169052,19754,1152613,"R1.2 - Realistic, objective and universal measurement of poverty guided by Big Data",1152614,R1.3 - Automation committed to the economic safety of employees and underpinned by education and innovation,43196963,46761693,1152613,1152614,2020-11-19 07:30:51 UTC,2020-11-19 07:30:51 UTC,7.448,"",TRUE,9b0a943365e0a131f09a6413e49171e2,SDG1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",http://dasci.es/,FALSE,NA
37990403,6169052,19754,1152612,R1.1 - Governance based on blockchain blockchain for transparent decision-making against poverty,1152614,R1.3 - Automation committed to the economic safety of employees and underpinned by education and innovation,43196962,46761694,1152612,1152614,2020-11-19 07:30:56 UTC,2020-11-19 07:30:56 UTC,3.851,"",TRUE,9b0a943365e0a131f09a6413e49171e2,SDG1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",http://dasci.es/,FALSE,NA
37990404,6169052,19754,1152613,"R1.2 - Realistic, objective and universal measurement of poverty guided by Big Data",1152614,R1.3 - Automation committed to the economic safety of employees and underpinned by education and innovation,43196964,46761695,1152614,1152613,2020-11-19 07:31:08 UTC,2020-11-19 07:31:08 UTC,12.433,"",TRUE,9b0a943365e0a131f09a6413e49171e2,SDG1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",http://dasci.es/,FALSE,NA
37990405,6169052,19754,1152613,"R1.2 - Realistic, objective and universal measurement of poverty guided by Big Data",1152612,R1.1 - Governance based on blockchain blockchain for transparent decision-making against poverty,43196965,46761696,1152613,1152612,2020-11-19 07:31:20 UTC,2020-11-19 07:31:20 UTC,11.386,"",TRUE,9b0a943365e0a131f09a6413e49171e2,SDG1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",http://dasci.es/,FALSE,NA
37990406,6169052,19754,1152613,"R1.2 - Realistic, objective and universal measurement of poverty guided by Big Data",1152612,R1.1 - Governance based on blockchain blockchain for transparent decision-making against poverty,43196965,46761697,1152613,1152612,2020-11-19 07:31:24 UTC,2020-11-19 07:31:24 UTC,3.615,"",TRUE,9b0a943365e0a131f09a6413e49171e2,SDG1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",http://dasci.es/,FALSE,NA
37990407,6169052,19754,1152612,R1.1 - Governance based on blockchain blockchain for transparent decision-making against poverty,1152614,R1.3 - Automation committed to the economic safety of employees and underpinned by education and innovation,43196966,46761698,1152614,1152612,2020-11-19 07:31:29 UTC,2020-11-19 07:31:29 UTC,4.481,"",TRUE,9b0a943365e0a131f09a6413e49171e2,SDG1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",http://dasci.es/,FALSE,NA
37990408,6169052,19754,1152613,"R1.2 - Realistic, objective and universal measurement of poverty guided by Big Data",1152612,R1.1 - Governance based on blockchain blockchain for transparent decision-making against poverty,43196967,46761699,1152612,1152613,2020-11-19 07:31:31 UTC,2020-11-19 07:31:31 UTC,1.903,"",TRUE,9b0a943365e0a131f09a6413e49171e2,SDG1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Safari/537.36",http://dasci.es/,FALSE,NA
38089000,6173221,19754,1152613,"R1.2 - Realistic, objective and universal measurement of poverty guided by Big Data",1152614,R1.3 - Automation committed to the economic safety of employees and underpinned by education and innovation,43196963,46872398,1152613,1152614,2020-11-22 10:39:37 UTC,2020-11-22 10:39:37 UTC,19.071,"",TRUE,b8730e9e7f2c1df9ef2f9bb72cea4427,SDG1,"Mozilla/5.0 (Linux; Android 9; Mi A1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Mobile Safari/537.36",http://dasci.es/,FALSE,NA
38089009,6173221,19754,1152613,"R1.2 - Realistic, objective and universal measurement of poverty guided by Big Data",1152614,R1.3 - Automation committed to the economic safety of employees and underpinned by education and innovation,43196964,46872410,1152614,1152613,2020-11-22 10:39:48 UTC,2020-11-22 10:39:48 UTC,9.313,"",TRUE,b8730e9e7f2c1df9ef2f9bb72cea4427,SDG1,"Mozilla/5.0 (Linux; Android 9; Mi A1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.66 Mobile Safari/537.36",http://dasci.es/,FALSE,NA
38095477,6174422,19754,1152613,"R1.2 - Realistic, objective and universal measurement of poverty guided by Big Data",1152612,R1.1 - Governance based on blockchain blockchain for transparent decision-making against poverty,43196967,46880300,1152612,1152613,2020-11-24 16:36:32 UTC,2020-11-24 16:36:32 UTC,35.727,"",TRUE,c064109a98a39523ace03e28600bb3d6,SDG1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",DIRECT_VISIT,FALSE,NA
38095484,6174422,19754,1152613,"R1.2 - Realistic, objective and universal measurement of poverty guided by Big Data",1152612,R1.1 - Governance based on blockchain blockchain for transparent decision-making against poverty,43196967,46880317,1152612,1152613,2020-11-24 16:36:49 UTC,2020-11-24 16:36:49 UTC,15.912,"",TRUE,c064109a98a39523ace03e28600bb3d6,SDG1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",DIRECT_VISIT,FALSE,NA
38095494,6174422,19754,1152613,"R1.2 - Realistic, objective and universal measurement of poverty guided by Big Data",1152614,R1.3 - Automation committed to the economic safety of employees and underpinned by education and innovation,43196963,46880325,1152613,1152614,2020-11-24 16:37:14 UTC,2020-11-24 16:37:14 UTC,24.971,"",TRUE,c064109a98a39523ace03e28600bb3d6,SDG1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",DIRECT_VISIT,FALSE,NA
38095495,6174422,19754,1152614,R1.3 - Automation committed to the economic safety of employees and underpinned by education and innovation,1152612,R1.1 - Governance based on blockchain blockchain for transparent decision-making against poverty,43196966,46880335,1152614,1152612,2020-11-24 16:37:17 UTC,2020-11-24 16:37:17 UTC,3.328,"",TRUE,c064109a98a39523ace03e28600bb3d6,SDG1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",DIRECT_VISIT,FALSE,NA
38095496,6174422,19754,1152613,"R1.2 - Realistic, objective and universal measurement of poverty guided by Big Data",1152612,R1.1 - Governance based on blockchain blockchain for transparent decision-making against poverty,43196965,46880336,1152613,1152612,2020-11-24 16:37:20 UTC,2020-11-24 16:37:20 UTC,2.94,"",TRUE,c064109a98a39523ace03e28600bb3d6,SDG1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",DIRECT_VISIT,FALSE,NA
38095497,6174422,19754,1152613,"R1.2 - Realistic, objective and universal measurement of poverty guided by Big Data",1152612,R1.1 - Governance based on blockchain blockchain for transparent decision-making against poverty,43196967,46880337,1152612,1152613,2020-11-24 16:37:28 UTC,2020-11-24 16:37:28 UTC,7.147,"",TRUE,c064109a98a39523ace03e28600bb3d6,SDG1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",DIRECT_VISIT,FALSE,NA
38095498,6174422,19754,1152613,"R1.2 - Realistic, objective and universal measurement of poverty guided by Big Data",1152614,R1.3 - Automation committed to the economic safety of employees and underpinned by education and innovation,43196964,46880338,1152614,1152613,2020-11-24 16:37:31 UTC,2020-11-24 16:37:31 UTC,2.662,"",TRUE,c064109a98a39523ace03e28600bb3d6,SDG1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",DIRECT_VISIT,FALSE,NA
38095499,6174422,19754,1152614,R1.3 - Automation committed to the economic safety of employees and underpinned by education and innovation,1152612,R1.1 - Governance based on blockchain blockchain for transparent decision-making against poverty,43196966,46880339,1152614,1152612,2020-11-24 16:37:32 UTC,2020-11-24 16:37:32 UTC,1.251,"",TRUE,c064109a98a39523ace03e28600bb3d6,SDG1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",DIRECT_VISIT,FALSE,NA
38095500,6174422,19754,1152614,R1.3 - Automation committed to the economic safety of employees and underpinned by education and innovation,1152612,R1.1 - Governance based on blockchain blockchain for transparent decision-making against poverty,43196966,46880340,1152614,1152612,2020-11-24 16:37:33 UTC,2020-11-24 16:37:33 UTC,1.111,"",TRUE,c064109a98a39523ace03e28600bb3d6,SDG1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36 Edge/18.17763",DIRECT_VISIT,FALSE,NA
