Record Type,Skip ID,Appearance ID,Session ID,Wikisurvey ID,Left Choice ID,Left Choice Text,Right Choice ID,Right Choice Text,Prompt ID,Reason,Created at,Updated at,Response Time (s),Missing Response Time Explanation,Valid,Hashed IP Address,URL Alias,User Agent,Referrer,Widget,Info
Bounce,NA,46561823,6156480,19758,1152631,"R5.2 - Development, and enforcement, of strong legislation in defense of women and girls",1152632,R5.3 - AI for gender bias detection in recruitment processes or deliberative bureaucracies,43197028,NA,2020-11-09 18:45:14 UTC,2020-11-09 18:45:14 UTC,NA,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,46567875,6157485,19758,1152630,R5.1 - Basic and specialized training in new technologies for girls and women,1152632,R5.3 - AI for gender bias detection in recruitment processes or deliberative bureaucracies,43197029,NA,2020-11-10 20:56:46 UTC,2020-11-10 20:56:46 UTC,NA,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.193 Safari/537.36",REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,46901131,6176392,19758,1152633,R5.4 - AI for the detection of denigrating or discriminatory content and behavior towards women and girls in social networks,1152630,R5.1 - Basic and specialized training in new technologies for girls and women,43197030,NA,2020-11-25 21:48:57 UTC,2020-11-25 21:48:57 UTC,NA,"",TRUE,0ce6b8391e9c96ba102bee0fd9abfbba,SDG5,Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/),REFERRER_NOT_FOUND,FALSE,NA
Skip,2657713,48103948,6217379,19758,1152630,R5.1 - Basic and specialized training in new technologies for girls and women,1152633,R5.4 - AI for the detection of denigrating or discriminatory content and behavior towards women and girls in social networks,43197031,like_both,2020-11-30 18:48:04 UTC,2020-11-30 18:48:04 UTC,14.765,"",TRUE,a4823ac651c8ade23724f313d4d1863e,SDG5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",http://dasci.es/,FALSE,NA
Skip,2657714,48103953,6217379,19758,1152633,R5.4 - AI for the detection of denigrating or discriminatory content and behavior towards women and girls in social networks,1152630,R5.1 - Basic and specialized training in new technologies for girls and women,43197030,like_both,2020-11-30 18:48:14 UTC,2020-11-30 18:48:14 UTC,9.278,"",TRUE,a4823ac651c8ade23724f313d4d1863e,SDG5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",http://dasci.es/,FALSE,NA
Stopped_Voting_Or_Skipping,NA,48103979,6217379,19758,1152631,"R5.2 - Development, and enforcement, of strong legislation in defense of women and girls",1152632,R5.3 - AI for gender bias detection in recruitment processes or deliberative bureaucracies,43197028,NA,2020-11-30 18:48:42 UTC,2020-11-30 18:48:42 UTC,NA,"",TRUE,a4823ac651c8ade23724f313d4d1863e,SDG5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.67 Safari/537.36",http://dasci.es/,FALSE,NA
Bounce,NA,48163484,6220014,19758,1152630,R5.1 - Basic and specialized training in new technologies for girls and women,1152631,"R5.2 - Development, and enforcement, of strong legislation in defense of women and girls",43197034,NA,2020-12-02 07:42:57 UTC,2020-12-02 07:42:57 UTC,NA,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,SDG5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,48479119,6230495,19758,1152633,R5.4 - AI for the detection of denigrating or discriminatory content and behavior towards women and girls in social networks,1152631,"R5.2 - Development, and enforcement, of strong legislation in defense of women and girls",43197035,NA,2020-12-10 09:06:52 UTC,2020-12-10 09:06:52 UTC,NA,"",TRUE,9e6917053bc71dacb32a6adde1c6e742,SDG5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",REFERRER_NOT_FOUND,FALSE,NA
Stopped_Voting_Or_Skipping,NA,48479421,6230529,19758,1152633,R5.4 - AI for the detection of denigrating or discriminatory content and behavior towards women and girls in social networks,1152630,R5.1 - Basic and specialized training in new technologies for girls and women,43197030,NA,2020-12-10 10:42:16 UTC,2020-12-10 10:42:16 UTC,NA,"",TRUE,533e4cce8df2fa2bb2956088b316ea30,SDG5,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",http://dasci.es/,FALSE,NA
Bounce,NA,48495080,6231353,19758,1152632,R5.3 - AI for gender bias detection in recruitment processes or deliberative bureaucracies,1152630,R5.1 - Basic and specialized training in new technologies for girls and women,43197037,NA,2020-12-11 03:33:12 UTC,2020-12-11 03:33:12 UTC,NA,"",TRUE,380a9aacddc98a529d6b6c5155c44f47,SDG5,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",REFERRER_NOT_FOUND,FALSE,NA
