Record Type,Skip ID,Appearance ID,Session ID,Wikisurvey ID,Left Choice ID,Left Choice Text,Right Choice ID,Right Choice Text,Prompt ID,Reason,Created at,Updated at,Response Time (s),Missing Response Time Explanation,Valid,Hashed IP Address,URL Alias,User Agent,Referrer,Widget,Info
Bounce,NA,46448957,6143767,19615,1148278,R10.2 - Tecnologías para fomentar una participación ciudadana no discriminatoria,1148280,R10.4 - Apoyo a pequeñas y medianas empresas en recursos digitales para la globalización y ventaja competitiva,43055486,NA,2020-10-26 16:25:27 UTC,2020-10-26 16:25:27 UTC,NA,"",TRUE,a2707e31d6e7862d49313975dff1b17f,ODS10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.1 Safari/605.1.15",REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,46567970,6157511,19615,1148278,R10.2 - Tecnologías para fomentar una participación ciudadana no discriminatoria,1148279,R10.3 - Análisis de polarización social en redes sociales para combatir comportamientos discriminatorios,43055487,NA,2020-11-10 21:07:51 UTC,2020-11-10 21:07:51 UTC,NA,"",TRUE,b53150a67d3ff4c1134ab165d3d5ac09,ODS10,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.193 Safari/537.36",REFERRER_NOT_FOUND,FALSE,NA
Stopped_Voting_Or_Skipping,NA,46879824,6174343,19615,1148279,R10.3 - Análisis de polarización social en redes sociales para combatir comportamientos discriminatorios,1148280,R10.4 - Apoyo a pequeñas y medianas empresas en recursos digitales para la globalización y ventaja competitiva,43055489,NA,2020-11-24 14:44:11 UTC,2020-11-24 14:44:11 UTC,NA,"",TRUE,edffb1674ed4e49cc2c204f8c1ec1192,ODS10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",DIRECT_VISIT,FALSE,NA
Bounce,NA,46905632,6177046,19615,1148277,R10.1 - Banca digital personalizada contra la brecha económica,1148280,R10.4 - Apoyo a pequeñas y medianas empresas en recursos digitales para la globalización y ventaja competitiva,43055497,NA,2020-11-26 09:42:48 UTC,2020-11-26 09:42:48 UTC,NA,"",TRUE,cf6711860e7f5b3790f0b07f9a91dbfc,ODS10,Mozilla/5.0 (TweetmemeBot/4.0; +http://datasift.com/bot.html) Gecko/20100101 Firefox/31.0,REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,46905662,6177076,19615,1148277,R10.1 - Banca digital personalizada contra la brecha económica,1148280,R10.4 - Apoyo a pequeñas y medianas empresas en recursos digitales para la globalización y ventaja competitiva,43055497,NA,2020-11-26 09:43:05 UTC,2020-11-26 09:43:05 UTC,NA,"",TRUE,89e5172a8b8bbf1ac056f17c248d6086,ODS10,WordPress/4.8.15; https://medialab.ugr.es,REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,46905663,6177077,19615,1148278,R10.2 - Tecnologías para fomentar una participación ciudadana no discriminatoria,1148280,R10.4 - Apoyo a pequeñas y medianas empresas en recursos digitales para la globalización y ventaja competitiva,43055486,NA,2020-11-26 09:43:06 UTC,2020-11-26 09:43:06 UTC,NA,"",TRUE,89e5172a8b8bbf1ac056f17c248d6086,ODS10,WordPress/4.8.15; https://medialab.ugr.es,REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,46905687,6177101,19615,1148278,R10.2 - Tecnologías para fomentar una participación ciudadana no discriminatoria,1148280,R10.4 - Apoyo a pequeñas y medianas empresas en recursos digitales para la globalización y ventaja competitiva,43055486,NA,2020-11-26 09:43:23 UTC,2020-11-26 09:43:23 UTC,NA,"",TRUE,89e5172a8b8bbf1ac056f17c248d6086,ODS10,WordPress/4.8.15; https://medialab.ugr.es,REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,46905704,6177118,19615,1148278,R10.2 - Tecnologías para fomentar una participación ciudadana no discriminatoria,1148279,R10.3 - Análisis de polarización social en redes sociales para combatir comportamientos discriminatorios,43055487,NA,2020-11-26 09:43:32 UTC,2020-11-26 09:43:32 UTC,NA,"",TRUE,89e5172a8b8bbf1ac056f17c248d6086,ODS10,WordPress/4.8.15; https://medialab.ugr.es,REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,46905730,6177144,19615,1148278,R10.2 - Tecnologías para fomentar una participación ciudadana no discriminatoria,1148279,R10.3 - Análisis de polarización social en redes sociales para combatir comportamientos discriminatorios,43055487,NA,2020-11-26 09:43:58 UTC,2020-11-26 09:43:58 UTC,NA,"",TRUE,89e5172a8b8bbf1ac056f17c248d6086,ODS10,WordPress/4.8.15; https://medialab.ugr.es,REFERRER_NOT_FOUND,FALSE,NA
Bounce,NA,46905731,6177145,19615,1148280,R10.4 - Apoyo a pequeñas y medianas empresas en recursos digitales para la globalización y ventaja competitiva,1148278,R10.2 - Tecnologías para fomentar una participación ciudadana no discriminatoria,43055490,NA,2020-11-26 09:43:58 UTC,2020-11-26 09:43:58 UTC,NA,"",TRUE,89e5172a8b8bbf1ac056f17c248d6086,ODS10,WordPress/4.8.15; https://medialab.ugr.es,REFERRER_NOT_FOUND,FALSE,NA
